ref_date;interval;L50;L100;L200;L250;L500;L1000;L1500;L2000;L2500;L5000,SDATE;INTERVAL;R<50-25%;R<50-75%;R50;R<100-25%;R<100-75%;R100;R<200-25%;R<200-75%;R200;R<250-25%;R<250-75%;R250;R<500-25%;R<500-75%;R500;R<1000-25%;R<1000-75%;R1000;R<1500-25%;R<1500-75%;R1500;R<2000-25%;R<2000-75%;R2000;R<2500-25%;R<2500-75%;R2500;R<5000-25%;R<5000-75%;R5000;SUM_CENTS_PRINCIPAL
10/03/2020;16;2400;12710;4674;5879;2905;731;150;9;17;30,10/03/2020;16;1116;1543;3184;1188;1115;13234;1136;1271;4396;286;393;4989;590;468;2186;118;106;543;9;11;86;0;0;6;1;0;17;5;2;11;6835555
10/03/2020;17;2641;13254;4871;6192;2893;690;143;6;21;10,10/03/2020;17;1245;1695;3543;1229;1182;14368;1196;1349;4765;336;421;5475;605;507;2236;114;112;549;10;8;122;2;1;13;2;0;21;1;1;12;7342555
10/03/2020;18;3143;15613;5866;7656;3460;821;196;10;23;14,10/03/2020;18;1605;2293;4578;1757;1606;19541;1605;1894;6227;383;583;7253;787;641;2896;150;114;657;15;11;152;3;4;17;1;1;9;5;1;15;9576317
10/03/2020;19;4700;21941;7772;10234;4514;983;168;12;24;19,10/03/2020;19;2029;2987;5772;2171;1916;23462;2037;2259;7388;567;726;8788;954;810;3452;174;143;753;11;9;138;0;3;10;1;1;13;1;1;15;11403590
10/03/2020;20;4538;20456;6734;9291;3995;768;196;11;21;15,10/03/2020;20;1595;2170;3957;1609;1432;16496;1613;1704;5280;403;560;6520;704;611;2609;124;103;528;10;12;132;1;0;7;1;2;9;3;0;15;8396308
10/03/2020;21;3392;15155;4337;6345;2759;625;119;7;14;12,10/03/2020;21;1017;1366;2019;949;876;9108;946;1004;2812;269;324;3792;451;380;1604;70;67;323;10;8;64;1;1;5;0;2;7;3;0;5;4855621
10/03/2020;22;1744;8770;2007;3497;1591;348;67;4;11;7,10/03/2020;22;375;526;660;416;336;3343;361;418;1054;106;138;1527;193;157;673;36;37;130;2;0;25;0;0;1;0;0;6;3;0;3;1938148
10/03/2020;23;748;4095;883;1658;708;181;41;5;8;1,10/03/2020;23;132;167;178;129;139;1130;130;145;325;38;47;462;75;58;227;17;15;37;2;0;8;1;0;0;0;0;1;0;1;4;654854
11/03/2020;00;378;1901;607;774;359;98;13;4;1;0,11/03/2020;00;69;83;72;52;39;419;51;50;146;13;20;208;46;21;99;7;8;21;1;2;3;0;0;0;0;0;0;0;0;0;273104
11/03/2020;01;182;891;244;391;193;46;5;1;0;1,11/03/2020;01;19;29;35;22;13;180;18;28;56;7;10;79;11;9;50;5;3;9;0;0;2;0;0;0;0;0;1;0;0;0;118053
11/03/2020;02;105;643;167;254;124;33;4;0;2;0,11/03/2020;02;15;12;10;11;15;94;3;9;41;3;10;59;5;5;31;5;0;9;0;0;0;0;0;0;0;0;0;0;0;0;71414
11/03/2020;03;105;601;153;233;121;25;5;1;0;2,11/03/2020;03;12;20;21;12;11;108;7;22;24;5;7;47;8;6;27;1;2;4;1;0;0;0;0;0;0;0;0;1;0;0;67592
11/03/2020;04;165;937;219;344;186;39;6;1;1;1,11/03/2020;04;18;24;29;20;18;135;22;26;38;6;11;55;7;12;29;1;0;6;0;0;1;1;0;0;0;0;0;0;0;0;83289
11/03/2020;05;537;2422;648;839;343;87;17;0;3;1,11/03/2020;05;65;81;96;59;46;548;52;59;189;12;18;193;38;21;88;9;4;21;0;0;5;0;0;0;0;0;1;0;0;0;285228
11/03/2020;06;1462;7391;2786;3060;1504;357;55;4;7;9,11/03/2020;06;381;492;886;364;369;3754;409;391;1449;81;127;1427;191;164;666;38;34;170;1;1;30;0;0;3;1;0;4;1;0;4;2082957
11/03/2020;07;1936;10844;4403;5204;2584;654;130;3;16;7,11/03/2020;07;908;1330;2320;980;862;10051;878;1130;3683;249;327;4207;490;386;1831;116;88;430;10;10;84;1;1;6;3;5;10;1;0;8;5598539
11/03/2020;08;2057;12107;4952;6301;3150;757;148;6;25;12,11/03/2020;08;1200;1647;2793;1174;1118;13231;1165;1391;4669;301;454;5498;681;547;2464;126;99;591;15;10;131;1;1;14;0;0;14;2;3;20;7415820
11/03/2020;09;2018;12093;5115;6418;3309;835;161;4;27;26,11/03/2020;09;1244;1728;2858;1301;1176;14103;1271;1441;4920;346;468;5821;704;554;2747;147;133;687;6;7;127;1;0;12;1;0;20;0;4;26;7996973
11/03/2020;10;1979;11793;4857;6160;3186;754;171;7;20;19,11/03/2020;10;1239;1740;2791;1295;1114;13764;1177;1331;4748;312;498;5564;616;535;2606;149;105;616;11;11;126;2;0;8;3;1;16;4;1;16;7572549
11/03/2020;11;1879;11235;4436;5777;2848;754;178;6;20;22,11/03/2020;11;1098;1535;2459;1144;1052;12181;1068;1166;4185;273;402;4878;664;452;2275;130;105;625;13;5;133;1;1;10;1;1;21;3;1;13;6828421
11/03/2020;12;1802;11071;4207;5440;2750;733;145;11;22;15,11/03/2020;12;1018;1313;2272;964;1008;11232;969;1115;3970;246;395;4573;590;446;2132;122;108;581;10;3;127;0;1;15;1;1;23;2;1;18;6427795
11/03/2020;13;1927;10812;4066;5228;2549;691;154;11;19;17,11/03/2020;13;906;1235;2279;954;924;10706;978;1097;3527;283;374;4269;547;453;1931;126;107;513;11;9;108;2;1;7;1;2;11;2;1;14;5946145
11/03/2020;14;2074;11277;4283;5282;2688;673;143;8;29;23,11/03/2020;14;943;1333;2453;996;853;10837;957;1056;3553;267;356;4283;554;427;2076;115;75;491;7;10;102;4;0;8;0;0;17;0;0;16;5964373
11/03/2020;15;2090;11496;4271;5446;2653;635;131;4;19;11,11/03/2020;15;1044;1334;2769;1050;952;11600;1124;1138;4040;231;388;4514;544;445;2113;103;79;497;17;14;101;1;0;8;1;0;13;5;0;5;6247295
11/03/2020;16;2193;11877;4513;5527;2780;667;142;5;21;13,11/03/2020;16;1109;1570;3106;1196;1106;13452;1110;1311;4365;285;422;4750;576;530;2221;116;107;529;10;13;122;0;1;11;0;2;13;3;1;15;6896651
11/03/2020;17;2340;12599;4711;6022;2915;662;151;2;15;16,11/03/2020;17;1267;1751;3518;1358;1193;15175;1233;1451;4763;332;444;5650;612;524;2418;139;101;543;17;6;135;1;2;7;0;2;8;1;2;13;7596071
11/03/2020;18;3032;15407;5912;7348;3428;773;173;9;20;15,11/03/2020;18;1510;2282;4672;1708;1536;19168;1564;1784;6243;402;611;6792;842;642;2701;148;131;635;13;8;108;1;1;13;1;3;18;1;0;14;9237501
11/03/2020;19;4621;21518;7588;10167;4379;975;193;13;30;20,11/03/2020;19;1941;2760;5570;2127;1959;22420;1989;2295;7201;458;713;8622;968;794;3358;159;140;664;13;8;139;3;1;10;1;2;15;1;1;12;11024325
11/03/2020;20;4323;19889;6421;8833;3876;830;171;12;25;12,11/03/2020;20;1525;2139;3924;1623;1396;16303;1589;1630;5005;391;579;6502;790;571;2443;125;110;496;6;7;92;1;0;6;1;2;13;6;3;4;8103024
11/03/2020;21;3088;14721;3977;6053;2702;566;98;9;12;14,11/03/2020;21;886;1201;1919;895;781;8374;841;937;2490;210;293;3491;431;323;1265;90;61;294;4;6;55;0;0;9;0;2;5;0;0;7;4328898
11/03/2020;22;1597;8176;1891;3206;1339;358;58;6;6;3,11/03/2020;22;352;496;604;383;299;3106;365;416;1005;102;144;1402;177;150;551;37;31;126;2;1;20;0;0;5;1;0;1;1;0;1;1763316
11/03/2020;23;877;4524;967;1796;819;153;38;3;3;1,11/03/2020;23;139;172;202;154;115;1197;127;137;336;30;53;445;76;60;221;17;13;47;0;1;5;0;0;0;0;0;1;0;0;1;639845
12/03/2020;00;502;2290;768;944;370;86;8;3;0;2,12/03/2020;00;60;74;107;59;45;532;54;72;178;21;18;242;34;30;96;11;7;15;1;1;3;1;0;0;0;0;1;0;0;1;309282
12/03/2020;01;203;974;281;388;200;52;4;1;0;0,12/03/2020;01;35;25;22;24;20;228;24;16;69;8;13;80;18;12;29;5;2;12;0;1;2;0;0;2;0;0;0;0;0;0;123697
12/03/2020;02;144;688;177;257;112;34;4;1;1;1,12/03/2020;02;17;19;17;15;8;114;10;17;43;4;5;46;11;5;29;2;4;6;0;0;0;0;0;0;0;0;0;0;0;0;71913
12/03/2020;03;100;617;152;195;118;27;6;1;2;0,12/03/2020;03;11;25;21;14;9;99;7;14;30;1;3;35;12;4;20;1;7;3;0;0;1;0;0;0;0;0;0;0;0;0;59332
12/03/2020;04;173;947;234;349;133;41;7;0;1;0,12/03/2020;04;13;16;24;17;22;164;25;27;45;5;11;77;8;6;52;3;3;10;0;0;4;0;0;1;0;0;0;0;0;0;114225
12/03/2020;05;480;2624;662;891;403;103;24;3;4;1,12/03/2020;05;73;78;100;50;60;551;69;79;177;12;18;257;32;28;125;6;10;27;1;1;14;0;0;0;0;0;2;0;0;1;357799
12/03/2020;06;1471;7643;2665;3146;1501;355;78;7;9;9,12/03/2020;06;429;524;910;388;350;3939;365;452;1416;82;133;1541;208;131;651;48;26;146;5;3;41;0;0;1;0;0;4;0;0;3;2098231
12/03/2020;07;1912;11307;4391;5352;2557;664;141;10;23;10,12/03/2020;07;931;1218;2215;871;865;9985;885;1033;3531;221;321;3782;493;373;1655;97;76;365;7;6;87;1;1;3;2;0;11;1;2;8;5226603
12/03/2020;08;2118;12168;5106;6351;3201;773;147;6;18;18,12/03/2020;08;1106;1553;2668;1163;1099;12580;1176;1341;4465;306;465;5216;627;502;2293;133;103;534;5;4;130;1;0;8;0;2;9;1;0;14;6963572
12/03/2020;09;1998;12138;4999;6404;3245;820;147;6;10;14,12/03/2020;09;1171;1627;2590;1187;1134;12612;1203;1333;4771;329;440;5473;692;524;2408;150;102;569;7;11;122;2;0;13;0;1;10;3;3;22;7300855
12/03/2020;10;1929;11606;4682;6045;2969;778;156;6;17;19,12/03/2020;10;1148;1480;2621;1270;1036;12803;1117;1292;4476;275;404;5299;652;507;2400;142;117;638;8;6;122;2;0;16;2;1;23;2;3;19;7237789
12/03/2020;11;1811;11298;4561;5677;2987;779;162;9;21;28,12/03/2020;11;1051;1519;2473;1079;942;12098;1104;1240;4017;283;416;5114;633;510;2345;122;117;643;15;10;130;4;2;10;0;0;11;4;1;20;6948672
12/03/2020;12;1375;8133;3111;4101;2014;525;108;3;19;13,12/03/2020;12;681;924;1489;738;648;7665;691;763;2489;168;261;3039;324;324;1346;89;71;382;7;6;66;2;0;4;0;0;13;2;0;10;4181420
12/03/2020;13;318;2502;803;1135;489;135;21;3;5;5,12/03/2020;14;3269;2446;3098;2282;1473;14149;1634;1731;4739;441;460;5707;729;614;2565;193;143;671;15;13;146;0;4;11;0;0;21;4;2;22;8165803
12/03/2020;14;1620;9839;3774;4770;2333;592;150;5;15;17,12/03/2020;15;921;1294;2391;1004;933;10389;895;1088;3499;220;347;4181;489;394;1758;86;80;416;7;5;83;1;0;3;1;0;12;0;0;10;5497386
12/03/2020;15;2251;12636;4738;5850;2853;701;142;6;22;20,12/03/2020;16;1137;1674;3244;1271;1104;13549;1194;1347;4556;305;427;5296;636;543;2276;127;94;564;6;6;117;0;0;8;2;1;19;0;1;13;7163243
12/03/2020;16;2351;12750;4863;5911;2900;716;129;9;22;9,12/03/2020;17;1311;1869;3663;1428;1305;15525;1287;1519;5069;331;493;5759;673;565;2467;133;107;603;12;12;117;1;1;7;2;1;21;1;0;11;7882269
12/03/2020;17;2571;13367;5139;6331;3082;746;142;6;17;11,12/03/2020;18;1623;2365;4559;1704;1591;19121;1525;1903;6127;420;578;7206;813;648;2774;132;130;666;9;4;123;0;0;13;1;1;26;2;2;15;9417120
12/03/2020;18;3234;15696;5996;7717;3522;862;169;7;27;12,12/03/2020;19;1883;2680;4979;1959;1820;21037;1880;2058;6765;466;693;8020;900;783;3107;164;119;618;10;16;130;4;1;10;1;0;25;0;2;13;10342364
12/03/2020;19;4484;20609;7492;9674;4229;870;178;10;25;16,12/03/2020;20;1438;1957;3652;1414;1361;14714;1432;1542;4695;345;537;5960;704;574;2275;119;71;479;10;9;106;1;1;7;0;1;18;0;1;13;7552777
12/03/2020;20;4082;18777;6044;8413;3657;811;141;9;20;18,12/03/2020;21;801;1034;1625;794;762;7213;754;824;2311;195;278;3078;395;319;1296;67;62;289;8;4;52;0;0;9;2;0;5;0;1;5;3985342
12/03/2020;21;2654;12015;3514;5188;2394;518;103;10;11;11,12/03/2020;22;349;468;505;364;334;3058;316;362;851;88;129;1274;173;152;510;36;25;144;2;2;23;1;0;4;1;1;4;2;2;2;1693820
12/03/2020;22;1085;4245;1674;1934;1020;241;57;0;8;7,12/03/2020;23;201;233;222;157;161;1326;158;155;362;34;45;499;86;65;264;17;16;50;4;4;9;1;0;0;0;0;0;1;0;4;748075
12/03/2020;23;420;1989;804;940;520;105;32;0;1;5,13/03/2020;00;66;68;35;41;35;246;30;27;52;2;10;90;15;9;39;3;2;3;0;0;3;0;0;0;0;0;1;0;0;0;120887
13/03/2020;00;174;528;302;200;94;22;6;0;1;0,13/03/2020;01;30;37;34;17;25;187;20;21;61;6;8;94;15;5;44;3;3;4;0;1;1;0;0;1;0;0;0;0;0;0;112204
13/03/2020;01;117;359;195;168;87;26;5;0;1;0,13/03/2020;02;24;36;27;12;17;107;16;11;44;5;2;38;10;13;24;3;2;3;0;0;1;0;0;1;0;0;0;0;0;0;70583
13/03/2020;02;92;296;156;112;65;17;4;0;2;1,13/03/2020;03;17;31;30;21;14;112;8;15;39;2;6;39;10;8;22;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;61398
13/03/2020;03;70;257;133;114;71;10;1;0;1;0,13/03/2020;04;38;44;39;22;25;140;23;20;44;4;6;56;6;6;29;3;4;8;0;0;4;0;0;0;0;0;0;0;0;0;90976
13/03/2020;04;134;696;169;227;109;31;6;0;0;0,13/03/2020;05;138;121;123;82;88;622;92;80;230;15;26;244;47;31;143;16;5;27;0;1;12;0;0;1;0;0;2;0;1;1;403053
13/03/2020;05;737;4144;896;1386;646;201;27;6;4;3,13/03/2020;06;584;618;829;494;399;3934;476;445;1468;111;123;1614;252;209;775;55;44;191;3;5;43;0;0;6;1;0;14;1;1;6;2393836
13/03/2020;06;1992;11657;3652;4407;2234;637;101;16;19;18,13/03/2020;07;1031;1469;2273;1077;984;10663;1024;1154;3859;265;381;4325;555;462;1986;132;124;512;14;15;113;0;0;9;1;3;14;4;2;17;6162573
13/03/2020;07;2247;13199;5266;6135;3340;954;163;9;22;25,13/03/2020;08;1139;1738;2667;1317;1148;12998;1288;1526;4865;347;496;5488;747;589;2700;164;139;702;17;19;167;1;4;8;2;2;28;0;4;26;7958779
13/03/2020;08;2202;14284;5633;7212;3789;1018;203;19;29;33,13/03/2020;09;1421;1612;2639;1174;1082;12706;1213;1242;4444;327;439;5273;656;535;2410;150;90;631;12;9;121;2;2;9;2;1;20;3;1;20;7223695
13/03/2020;09;2039;11786;4619;5926;3055;761;164;9;16;16,13/03/2020;10;1176;1429;2552;1121;981;11593;1011;1172;3861;274;375;4679;606;484;2262;135;102;541;8;11;118;1;0;8;0;1;12;3;1;22;6535638
13/03/2020;10;1973;10706;4279;5468;2755;734;143;3;17;27,13/03/2020;11;1335;1550;2532;1306;968;12398;1140;1251;4227;285;412;4921;652;513;2488;118;122;688;14;10;140;1;1;17;0;1;29;4;0;12;7149055
13/03/2020;11;1918;11395;4551;5763;2956;753;187;7;31;14,13/03/2020;12;1257;1308;2206;1079;891;10909;1006;1101;3702;314;353;4502;557;462;2223;118;90;555;8;7;112;3;1;9;2;0;22;3;0;14;6273048
13/03/2020;12;1890;11019;4174;5467;2736;732;151;7;32;24,13/03/2020;13;1217;1299;2221;962;835;10207;900;996;3379;246;337;4120;473;416;1896;92;89;491;2;4;103;0;0;4;3;2;10;1;0;20;5649388
13/03/2020;13;1963;10502;3910;4898;2473;638;140;6;14;15,13/03/2020;14;1135;1301;2415;1027;900;10558;937;1059;3597;227;345;4059;510;397;1975;88;81;502;9;11;113;3;1;9;0;2;11;0;1;16;5817989
13/03/2020;14;2001;10836;4161;4970;2563;625;135;6;15;11,13/03/2020;15;1274;1437;2785;1145;1015;11521;977;1123;3812;260;367;4495;584;434;1983;109;83;496;10;9;100;1;1;11;2;1;21;1;2;12;6178616
13/03/2020;15;2196;12094;4284;5626;2659;727;143;8;19;17,13/03/2020;16;1404;1603;3223;1217;1081;13244;1144;1201;4276;265;383;5089;575;455;2171;144;90;585;14;9;110;2;0;8;0;0;15;2;2;10;6874146
13/03/2020;16;2308;13017;4659;5909;2794;734;153;10;18;21,13/03/2020;17;1430;1715;3569;1349;1163;14420;1197;1331;4613;304;394;5445;563;469;2431;137;98;579;5;3;121;3;1;18;1;0;15;4;3;11;7391199
13/03/2020;17;2587;13533;4734;5973;2980;773;143;14;17;24,13/03/2020;18;1806;2211;4603;1685;1442;18432;1463;1661;5780;384;525;6790;710;583;2822;118;127;638;11;7;100;0;1;11;4;0;22;2;1;11;8952402
13/03/2020;18;3166;15800;5783;7378;3387;869;155;11;23;10,13/03/2020;19;2149;2638;5236;2002;1722;21008;1815;2012;6744;466;737;8073;882;718;3076;141;119;624;15;7;119;1;0;7;0;1;14;3;0;17;10250882
13/03/2020;19;4464;20361;7233;9367;4145;892;178;11;17;28,13/03/2020;20;1658;2088;3983;1630;1442;15799;1447;1591;4885;342;556;6130;668;533;2440;124;91;498;11;6;114;1;0;6;1;0;13;2;1;10;7871024
13/03/2020;20;4336;18588;6224;8563;3704;772;170;10;17;12,13/03/2020;21;1120;1271;2089;967;863;9003;873;913;2753;243;306;3641;460;342;1396;77;64;301;4;3;64;0;0;8;0;2;6;4;0;4;4607158
13/03/2020;21;3127;14268;4102;6020;2633;543;94;6;16;12,13/03/2020;22;496;565;773;438;343;3684;434;439;1216;96;141;1594;224;160;686;35;30;137;4;1;22;0;0;1;0;0;2;0;0;6;2055098
13/03/2020;22;1864;9113;2185;3584;1620;371;65;9;12;13,13/03/2020;23;231;214;252;146;133;1105;162;137;416;29;61;554;71;65;246;21;14;57;2;2;14;0;0;1;0;0;3;0;0;2;738420
13/03/2020;23;915;4297;1005;1720;764;220;39;3;1;2,14/03/2020;00;106;80;99;64;66;481;51;61;162;19;28;197;48;36;109;7;6;22;1;0;4;0;0;0;0;0;1;0;0;2;311406
14/03/2020;00;504;2180;756;815;415;84;10;2;1;4,14/03/2020;01;44;44;27;40;24;221;29;37;77;13;7;134;20;10;41;7;2;14;0;0;0;0;0;0;0;0;1;0;0;0;146577
14/03/2020;01;192;1029;295;426;212;45;4;0;1;2,14/03/2020;02;18;27;27;15;19;170;13;16;46;13;11;59;17;10;44;3;4;7;0;0;1;0;0;0;0;0;0;0;0;0;100983
14/03/2020;02;144;701;218;288;141;35;4;2;1;0,14/03/2020;03;14;15;22;10;9;100;18;16;36;3;4;62;12;8;38;0;2;8;0;0;4;0;0;0;0;1;0;0;0;0;86706
14/03/2020;03;127;690;186;253;129;26;5;2;1;2,14/03/2020;04;23;37;32;24;22;197;18;31;81;3;8;92;17;7;44;4;8;23;0;0;4;0;0;0;0;0;1;0;0;0;146493
14/03/2020;04;188;970;257;334;158;51;5;1;0;4,14/03/2020;05;62;83;97;63;61;540;73;65;205;16;24;233;43;18;124;5;5;25;0;0;6;0;1;0;0;0;1;0;0;1;334424
14/03/2020;05;458;2469;678;860;361;95;18;2;3;2,14/03/2020;06;383;543;923;373;333;3814;360;424;1414;98;120;1629;177;151;621;32;30;134;1;2;34;0;0;2;1;0;2;0;0;4;2056272
14/03/2020;06;1554;8067;2829;3201;1551;349;76;6;14;9,14/03/2020;07;885;1187;2436;1018;904;10353;948;1030;3617;234;348;3787;489;386;1755;91;64;386;7;6;64;2;2;4;1;0;10;2;2;11;5360269
14/03/2020;07;2233;11465;4752;5492;2707;628;114;9;14;18,14/03/2020;08;1106;1577;2911;1202;1153;13330;1174;1379;4608;280;456;5257;659;498;2359;122;88;539;8;8;111;0;1;11;2;3;15;0;2;13;7133721
14/03/2020;08;2250;12227;5020;6234;2958;753;124;8;21;15,14/03/2020;09;1214;1686;3070;1348;1248;14078;1228;1429;4939;341;470;5545;629;549;2457;144;103;618;7;5;119;2;4;11;0;0;19;3;0;18;7614904
14/03/2020;09;2199;12098;5126;6317;3104;797;164;12;24;22,14/03/2020;10;1157;1588;2857;1204;1086;13292;1126;1361;4588;281;465;5151;650;517;2314;137;126;548;14;9;119;2;1;11;2;1;19;2;1;13;7146015
14/03/2020;10;2112;11418;4611;5717;2958;717;131;4;20;17,14/03/2020;11;1001;1530;2636;1161;1052;12238;1048;1241;4013;247;372;4844;605;446;2191;114;94;492;6;1;88;0;0;8;0;4;16;1;0;13;6473528
14/03/2020;11;1985;11147;4410;5576;2762;703;129;12;17;16,14/03/2020;12;1010;1425;2618;1040;1024;11930;1064;1139;3876;261;387;4615;551;443;1945;103;86;460;12;9;98;1;0;10;2;0;18;0;2;14;6200212
14/03/2020;12;2088;12102;4523;5555;2722;726;141;8;13;19,14/03/2020;13;1035;1470;2752;1086;994;11842;1082;1189;3961;258;374;4411;557;449;2084;91;87;525;13;10;113;1;0;7;0;0;16;1;1;12;6302017
14/03/2020;13;2388;12049;4489;5479;2726;726;124;7;13;17,14/03/2020;14;1053;1436;2680;1055;1021;11956;980;1111;3899;259;364;4380;499;413;2003;102;85;439;6;6;85;2;0;11;0;1;27;0;1;3;6044598
14/03/2020;14;2187;11866;4278;5472;2638;639;124;12;27;14,14/03/2020;15;1056;1438;2825;1026;962;11992;1037;1167;3939;231;397;4604;532;410;1916;101;85;474;5;8;98;0;1;9;0;0;12;2;1;6;6122301
14/03/2020;15;2246;11620;4297;5358;2472;626;125;7;19;14,14/03/2020;16;1077;1556;3146;1184;1124;13249;1127;1207;4423;249;384;4733;575;423;2013;100;80;454;7;13;78;2;0;10;3;1;16;0;1;9;6495628
14/03/2020;16;2384;11864;4622;5507;2592;570;141;8;12;13,14/03/2020;17;1201;1745;3665;1308;1190;14775;1280;1365;4755;300;436;5510;617;511;2247;106;89;528;7;7;106;0;0;8;0;2;17;0;2;15;7338793
14/03/2020;17;2441;12678;4787;6056;2821;679;123;8;18;20,14/03/2020;18;1589;2326;4923;1696;1589;19656;1582;1847;6072;442;586;7178;719;650;2771;129;104;589;5;3;111;1;3;3;2;0;14;1;0;11;9245569
14/03/2020;18;3220;15417;5952;7656;3294;750;153;12;16;18,14/03/2020;19;1977;2835;6032;2100;1989;23340;2054;2232;7388;489;742;8682;919;730;3278;165;117;639;13;8;127;2;1;10;1;0;15;2;2;8;11045497
14/03/2020;19;4765;20976;7773;9959;4133;867;175;6;22;16,14/03/2020;20;1578;2355;4352;1718;1579;17551;1570;1763;5487;389;605;6498;767;571;2522;135;87;458;13;8;91;2;0;13;1;0;18;0;0;7;8399195
14/03/2020;20;4502;19658;6598;9016;3814;773;158;4;18;19,14/03/2020;21;992;1432;2351;1081;1015;10435;970;1018;3214;265;366;4136;446;385;1629;78;70;298;2;5;48;0;0;5;0;1;14;1;2;9;5203388
14/03/2020;21;3272;15185;4441;6617;2749;572;91;7;14;5,14/03/2020;22;462;686;937;465;418;4445;463;536;1355;123;148;1809;238;196;706;33;37;144;4;1;25;0;0;2;0;0;5;2;1;1;2302109
14/03/2020;22;1956;9221;2362;3913;1601;336;57;4;13;11,14/03/2020;23;186;232;284;171;163;1391;167;172;459;52;63;621;84;82;257;17;10;65;4;3;11;0;0;0;1;0;1;0;0;1;821047
14/03/2020;23;931;4816;1180;1848;834;207;35;3;2;3,15/03/2020;00;91;111;107;80;69;675;87;89;213;33;35;290;45;38;156;8;5;28;1;1;8;0;0;0;1;0;0;1;0;1;415413
15/03/2020;00;526;2692;902;999;457;99;9;5;0;2,15/03/2020;01;43;51;47;51;40;326;40;42;149;11;19;147;22;14;71;8;4;15;0;1;0;1;0;1;0;0;0;0;0;0;207140
15/03/2020;01;307;1397;382;540;253;46;8;3;2;2,15/03/2020;02;21;36;43;20;23;191;21;32;51;10;7;114;14;8;27;3;4;15;0;0;1;0;0;0;0;0;1;1;0;0;125147
15/03/2020;02;183;965;269;321;176;33;4;1;0;0,15/03/2020;03;16;35;33;15;18;168;19;23;58;8;9;60;15;9;38;1;3;5;0;0;3;0;0;0;0;0;0;0;0;0;99280
15/03/2020;03;128;768;216;280;154;26;3;2;0;0,15/03/2020;04;37;29;37;22;25;163;25;25;66;6;6;79;10;11;35;4;1;8;0;0;3;0;0;0;0;0;0;0;0;0;107030
15/03/2020;04;166;953;244;343;168;35;4;2;1;0,15/03/2020;05;50;70;72;56;61;415;53;68;168;11;22;172;22;28;86;1;6;17;1;1;3;2;0;1;0;0;0;0;0;1;261027
15/03/2020;05;416;2204;599;756;370;84;11;3;2;1,15/03/2020;06;400;459;749;332;334;3258;333;409;1344;87;118;1245;169;143;580;27;28;108;0;5;28;0;0;0;0;0;12;1;1;3;1828408
15/03/2020;06;1408;7168;2535;3073;1375;307;54;5;11;7,15/03/2020;07;771;1091;2139;769;777;8696;775;893;3173;167;276;3463;381;323;1427;70;51;302;1;7;64;0;0;5;1;0;9;0;0;2;4500286
15/03/2020;07;2103;10626;4200;5065;2352;512;127;4;12;7,15/03/2020;08;990;1411;2702;1027;855;11089;1012;1114;3859;264;368;4413;539;416;1768;111;82;434;3;4;82;0;2;5;0;1;7;3;1;9;5804894
15/03/2020;08;2117;11025;4524;5616;2679;593;139;6;8;12,15/03/2020;09;1085;1452;2956;1131;1056;12244;1111;1193;4115;247;359;4675;490;426;1912;116;95;402;5;3;84;1;0;6;0;1;17;0;0;9;6156764
15/03/2020;09;2048;11168;4468;5838;2808;644;117;4;13;9,15/03/2020;10;1050;1480;2930;1122;969;12276;1052;1156;3960;259;393;4642;579;420;1915;97;74;417;7;12;80;2;0;7;1;0;12;4;0;6;6118672
15/03/2020;10;2186;11371;4507;5792;2683;706;127;5;16;16,15/03/2020;11;1058;1384;2979;1081;1051;12123;1044;1205;4015;264;383;4460;526;373;1848;108;81;355;8;5;94;1;0;5;0;1;9;1;1;7;5957273
15/03/2020;11;2230;11714;4552;5891;2658;654;128;11;16;12,15/03/2020;12;1056;1490;3043;1137;1041;12047;1072;1239;3961;278;399;4547;511;431;1875;80;91;383;6;4;91;3;1;2;2;0;5;3;0;7;6026647
15/03/2020;12;2292;12227;4761;6006;2680;621;122;9;12;5,15/03/2020;13;1066;1563;3022;1101;1065;12285;1067;1271;3940;260;407;4568;514;442;1864;83;79;421;11;7;79;2;0;6;1;0;15;0;1;18;6148320
15/03/2020;13;2684;13139;5031;6270;2780;660;143;10;17;10,15/03/2020;14;1073;1554;3193;1153;1086;13283;1093;1259;4150;303;415;4766;536;429;1838;104;76;415;7;3;96;1;0;5;0;0;13;0;1;4;6298590
15/03/2020;14;2754;13863;5146;6486;2892;629;136;7;16;12,15/03/2020;15;1113;1603;3245;1186;1081;13144;1032;1229;4329;294;412;4892;534;435;1958;93;73;422;7;12;90;0;1;6;0;2;11;3;0;6;6421257
15/03/2020;15;2718;13763;4977;6405;2816;656;140;6;16;15,15/03/2020;16;1180;1715;3368;1277;1079;14004;1124;1289;4403;291;396;5087;574;445;2046;108;87;427;8;6;80;2;0;8;0;1;12;1;1;7;6679526
15/03/2020;16;2672;13860;5132;6339;3003;670;124;6;12;13,15/03/2020;17;1241;1719;3905;1302;1264;15046;1152;1397;4854;332;437;5295;622;466;2046;109;89;428;5;9;92;0;0;8;2;3;11;1;0;10;7070443
15/03/2020;17;2844;14339;5391;6720;3036;648;133;10;27;16,15/03/2020;18;1444;2081;4809;1667;1483;18714;1508;1637;5948;349;523;6548;710;546;2517;133;90;513;9;6;102;0;0;6;0;1;12;3;1;10;8594646
